Journal title,Journal URL,URL in DOAJ,Journal ISSN (print version),Journal EISSN (online version),Country of publisher,APC,Has other fees,bnd1,bnd2,correo
Khayyam Journal of Mathematics,http://kjm-math.org/,https://doaj.org/toc/e0de344c7cf54873810c34a8863f02a0,,2423-4788,"Iran, Islamic Republic of",No,No,,,
Auditory and Vestibular Research,https://avr.tums.ac.ir,https://doaj.org/toc/76b9d1dbda6f404ba19083c5626d233a,,2423-480X,"Iran, Islamic Republic of",Yes,No,,,
Caspian Journal of Neurological Sciences,http://cjns.gums.ac.ir/,https://doaj.org/toc/78c33140bf0541498254f5274b48eef0,,2423-4818,"Iran, Islamic Republic of",No,No,,,
انرژی‌های تجدیدپذیر و نو,http://www.jrenew.ir,https://doaj.org/toc/b7b964b581bd4581a22620021e0c04fa,2423-4931,2676-2994,"Iran, Islamic Republic of",No,No,,,
Pizhūhish dar Bihdāsht-i Muḥīṭ.,http://jreh.mums.ac.ir/,https://doaj.org/toc/d978d9b5bfea40dda5eb0d194881af05,,2423-5202,"Iran, Islamic Republic of",No,No,,,
آب و توسعه پایدار,https://jwsd.um.ac.ir/?lang=en,https://doaj.org/toc/976b360f2ffd48a1a796404a586a17e5,2423-5474,2717-3321,"Iran, Islamic Republic of",No,No,,,
Trends in Pharmaceutical Sciences,http://tips.sums.ac.ir/,https://doaj.org/toc/e9a3890c368447d3a84aa3d76277f1cc,,2423-5652,"Iran, Islamic Republic of",No,No,,,
Caspian Journal of Reproductive Medicine,http://caspjrm.ir/,https://doaj.org/toc/8d9d15bad9ab4e5081b850c603a74a38,,2423-5660,"Iran, Islamic Republic of",No,No,,,
Journal of Research & Health,http://www.jrh.gmu.ac.ir,https://doaj.org/toc/908a0cb5929e4ee280cfdfa2ca0cb88f,,2423-5717,"Iran, Islamic Republic of",No,No,,,
Physical Treatments,http://ptj.uswr.ac.ir,https://doaj.org/toc/e1dafb911dfd4bb5b7cedad407b47e65,,2423-5830,"Iran, Islamic Republic of",No,No,,,
Archives of Anesthesia and Critical Care,https://aacc.tums.ac.ir,https://doaj.org/toc/51dbf7841f5c42a382fa77315540142d,,2423-5849,"Iran, Islamic Republic of",No,No,,,
Pizhūhishnāmah-i Iqtiṣād-i Inirzhī-i Īrān,http://jiee.atu.ac.ir/,https://doaj.org/toc/b83b621c766d4c1ab691cc66f841e5b8,2423-5954,2476-6437,"Iran, Islamic Republic of",No,No,,,
Elderly Health Journal,http://ehj.ssu.ac.ir/,https://doaj.org/toc/ca0b7c2792b54b5cb7f9e30377441022,,2423-6179,"Iran, Islamic Republic of",No,No,,,
یافته‌های نوین در علوم زیستی,https://nbr.khu.ac.ir/index.php?slc_lang=en&sid=1,https://doaj.org/toc/10da020d863b48259bf132fd99e47c94,2423-6330,2476-7115,"Iran, Islamic Republic of",No,No,,,
حقوق بشر,http://humanrights.mofidu.ac.ir/?lang=en,https://doaj.org/toc/0dd2944ff6b840b6a8030184f19f6766,2423-6489,2538-6360,"Iran, Islamic Republic of",No,No,,,
Iranian Journal of Neurosurgery,http://www.irjns.org,https://doaj.org/toc/c9791b6a5dfb47f9aa90f43f157ac0a4,2423-6497,2423-6829,"Iran, Islamic Republic of",No,No,,,
Quarterly Journal of Applied Theories of Economics,http://ecoj.tabrizu.ac.ir,https://doaj.org/toc/b05ba70609ad420f852ee59e37368353,,2423-6586,"Iran, Islamic Republic of",Yes,Yes,,,
Journal of Applied Mechanics,https://jcamech.ut.ac.ir/,https://doaj.org/toc/dc7a53b6c67948d0a4c7d0c3362a5900,2423-6713,2423-6705,"Iran, Islamic Republic of",No,No,,,
Journal of Chemical and Petroleum Engineering,https://jchpe.ut.ac.ir/,https://doaj.org/toc/80edfd99d85e4628bf39c41b6a19f177,2423-673X,2423-6721,"Iran, Islamic Republic of",No,No,,,
تحقیقات سلامت در جامعه,http://jhc.mazums.ac.ir/index.php?&slct_pg_id=10&sid=1&slc_lang=en,https://doaj.org/toc/b1bcd13dd93c44e496255e45790bc191,2423-6772,2423-6764,"Iran, Islamic Republic of",No,No,,,
رویکردهای نوین آموزشی,http://nea.ui.ac.ir/?lang=en,https://doaj.org/toc/944773eb4d8548c1a4079b40ad51d90e,2423-6780,2476-3608,"Iran, Islamic Republic of",Yes,Yes,,,
Journal of Hearing Sciences and Otolaryngology,http://journals.sbmu.ac.ir/otolaryngology,https://doaj.org/toc/3cf05a67ea5347689f95d8be46f6585d,,2423-6810,"Iran, Islamic Republic of",No,No,,,
Journal of Ultrafine Grained and Nanostructured Materials,https://jufgnsm.ut.ac.ir/,https://doaj.org/toc/250c2fe979084247a9fb511992ff98ac,2423-6845,2423-6837,"Iran, Islamic Republic of",No,No,,,
Iranian Journal of Numerical Analysis and Optimization,https://ijnao.um.ac.ir/,https://doaj.org/toc/1d905ffd34a042a2a9efb2b821fa8196,2423-6977,2423-6969,"Iran, Islamic Republic of",No,No,,,
Social Determinants of Health,http://www.journals.sbmu.ac.ir/sdh/index,https://doaj.org/toc/360aaa2211b946fb878cc43e213637cf,,2423-7337,"Iran, Islamic Republic of",No,No,,,
Journal of Advances in Vehicle Engineering,http://www.jadve.com/index.php/jadve,https://doaj.org/toc/240b4f44802740f288d20923c5c11d81,,2423-7345,"Iran, Islamic Republic of",No,No,,,
Journal of Optoelectronical Nanostructures,http://jopn.miau.ac.ir/,https://doaj.org/toc/b390461cf8ce44e7b4fc6d4b4317fdcd,2423-7361,2538-2489,"Iran, Islamic Republic of",No,No,,,
علوم تربیتی از دیدگاه اسلام,https://esi.journals.isu.ac.ir/?lang=en,https://doaj.org/toc/98302ff605ba404ea53880738c6802cd,2423-7396,2538-5461,"Iran, Islamic Republic of",No,No,,,
پژوهشنامه حقوق تطبیقی,http://lps.journals.umz.ac.ir/,https://doaj.org/toc/702c3ccf84f6412da196a56b63f90aa4,2423-7566,,"Iran, Islamic Republic of",No,No,,,
Iranian Journal of Pediatric Surgery,http://journals.sbmu.ac.ir/irjps,https://doaj.org/toc/07b59f0416ba434e9cf044174518785c,,2423-7612,"Iran, Islamic Republic of",No,No,,,
پژوهش‌های سلامت‌محور,http://hbrj.kmu.ac.ir/index.php?&slct_pg_id=10&sid=1&slc_lang=en,https://doaj.org/toc/57de25560f184246a2f000209ed0b9e0,,2423-7639,"Iran, Islamic Republic of",No,No,,,
روانشناسی پیری,https://jap.razi.ac.ir/,https://doaj.org/toc/621c02c2d65242e9a5c600d4cb54878b,2423-7647,2476-6836,"Iran, Islamic Republic of",Yes,No,,,
̒Ilm-i Zabān,http://ls.atu.ac.ir/,https://doaj.org/toc/df3626dfe2994ef999a01e09f5affbf0,2423-7728,2538-2551,"Iran, Islamic Republic of",No,No,,,
Caspian Journal of Health Research,http://cjhr.gums.ac.ir,https://doaj.org/toc/f0e29a0a924d43779f42db585084aad7,,2423-8171,"Iran, Islamic Republic of",No,No,,,
No Kekkannai Chiryo,http://www.jnet-ejournal.org/post/nokekkan.html,https://doaj.org/toc/b3463bd06aa54103873966672e2bea95,2423-9119,2424-1709,Japan,Yes,Yes,,,
Bibliotheca Lituana,https://www.journals.vu.lt/Bibliotheca-Lituana/,https://doaj.org/toc/9955eda6f1764fdab5d95c3c41b801f8,2424-3477,2424-4422,Lithuania,No,No,,,
Ekonomika,https://www.journals.vu.lt/ekonomika,https://doaj.org/toc/960c4f156e574bd69f15b527656825f9,2424-6166,1392-1258,Lithuania,No,No,,,
The Asia Pacific Scholar,https://medicine.nus.edu.sg/taps/,https://doaj.org/toc/a46c71cfac3248e49cdc004543ce34d0,2424-9335,2424-9270,Singapore,No,No,,,
Reports in Advances of Physical Sciences,http://www.worldscientific.com/worldscinet/raps,https://doaj.org/toc/7b2a3d4f4526493db4163c05b3023243,2424-9424,2529-752X,Singapore,Yes,No,,,
Southeast of Now,https://muse.jhu.edu/journal/716,https://doaj.org/toc/1454dc668ddf46e7bafcde14193e327d,2424-9947,2425-0147,Singapore,No,No,,,
Caliban: French Journal of English Studies,http://caliban.revues.org,https://doaj.org/toc/c3abe5ef00b74e94bd2f929698622aa1,2425-6250,2431-1766,France,No,No,,,
SICOT-J,http://www.sicot-j.org/,https://doaj.org/toc/2913ea66a48b40499c9928fdf57d5d93,,2426-8887,France,Yes,No,,,
Carnets Natures,https://carnetsnatures.fr,https://doaj.org/toc/347a1946651d429c8a97ef7b9d715751,,2427-6111,France,No,No,,,
Terrains/Théories,http://teth.revues.org,https://doaj.org/toc/8f4d17932075417e82f3a67461755c90,,2427-9188,France,No,No,,,
Itinéraires,https://journals.openedition.org/itineraires,https://doaj.org/toc/97c69ba59d3748df9b8652e225401dc5,,2427-920X,France,No,No,,,
Cahiers d’études des cultures ibériques et latino-américaines,https://cecil-univ.eu/,https://doaj.org/toc/fb5ea939568346a89b0bb67632cd0944,,2428-7245,France,No,No,,,
Journal de l'École polytechnique. Mathématiques,http://jep.cedram.org,https://doaj.org/toc/9a7f0c817a0b49f9ba8bef1fabaedd15,2429-7100,2270-518X,France,No,No,,,
The ReScience Journal,https://rescience.github.io/,https://doaj.org/toc/6bc241d578744f72b37eb17fd6d356e0,,2430-3658,France,No,No,,,
Afrique Archéologie Arts,https://journals.openedition.org/aaa,https://doaj.org/toc/981886a6d6994b6b8942167c5e79d451,,2431-2045,France,No,No,,,
Les Carnets de l’ACoSt,http://acost.revues.org,https://doaj.org/toc/4287e5e6410345f09ebeafad18e6ac46,,2431-8574,France,No,No,,,
Spine Surgery and Related Research,http://ssrr-journal.jp/,https://doaj.org/toc/2811f710d98f4c4eae6c48f64cb2b142,,2432-261X,Japan,No,No,,,
"Journal of the Anus, Rectum and Colon",http://journal-arc.jp/,https://doaj.org/toc/5c47450b1797409ea4236f38876cff55,,2432-3853,Japan,Yes,No,,,
Tokyo Women's Medical University Journal,http://www.twmu.ac.jp/gakkai/jtwmu/info.html,https://doaj.org/toc/d41a545fda1042b0a7c6dad0e2b8d1c0,,2432-6186,Japan,Yes,Yes,,,
Annals of Clinical Epidemiology,http://www.clinicalepi.org/publications/about_ace.html,https://doaj.org/toc/565e096cb587406c9367f2c30bb3d689,,2434-4338,Japan,Yes,No,,,
Environmental and Occupational Health Practice,https://eohp-journal.jp/,https://doaj.org/toc/5fbcec01354f4055a211ee7919c6fbb9,,2434-4931,Japan,Yes,No,,,
Ludic Language Pedagogy,https://llpjournal.org/,https://doaj.org/toc/dfe96e4a57ac45a89ca01b5585da9845,,2435-2349,Japan,No,No,,,
Batna Journal of Medical Sciences,https://batnajms.net/,https://doaj.org/toc/bdf969aa3f61414f8e89dcc82d766897,,2437-0665,Algeria,No,Yes,,,
مجلة البشائر الاقتصادية,https://univtmbechar.wixsite.com/al-bashaer,https://doaj.org/toc/fcd220d1e75d4a1daa00ff75d4f5d908,2437-0932,2600-6391,Algeria,No,No,,,
Nigerian Journal of Technological Development,https://njtd.com.ng,https://doaj.org/toc/f25334cdaecc478785617dac1510c0a5,,2437-2110,Nigeria,Yes,Yes,,,
Jurnal Litigasi,http://journal.unpas.ac.id/index.php/litigasi/index,https://doaj.org/toc/f73a15329fa846729f5909dc0ac641cb,,2442-2274,Indonesia,Yes,No,,,
Modeling: Jurnal Program Studi PGMI,http://jurnal.stitnualhikmah.ac.id/index.php/modeling,https://doaj.org/toc/f409049809bf4f089d71382e4a35eee3,2442-3661,2477-667X,Indonesia,No,No,,,
JPBI (Jurnal Pendidikan Biologi Indonesia),https://ejournal.umm.ac.id/index.php/jpbi/index,https://doaj.org/toc/964820674e4b4deda0d38952d48f71fa,2442-3750,2527-6204,Indonesia,Yes,No,,,
Jurnal Elemen,http://e-journal.hamzanwadi.ac.id/index.php/jel,https://doaj.org/toc/a2ab5cee813747e18880f704649240d9,,2442-4226,Indonesia,No,No,,,
JISAE (Journal of Indonesian Student Assessment and Evaluation),http://journal.unj.ac.id/unj/index.php/jisae/index,https://doaj.org/toc/d1c0924167084c50a362c34c7bedcbbb,2442-4919,2597-8934,Indonesia,No,No,,,
An-Nadaa: Jurnal Kesehatan Masyarakat,https://ojs.uniska-bjm.ac.id/index.php/ANN/index,https://doaj.org/toc/9174a222717c41b28d5a2144ccd398a2,,2442-4986,Indonesia,Yes,No,,,
Jurnal Penelitian Ekonomi dan Bisnis,http://publikasi.dinus.ac.id/index.php/jpeb,https://doaj.org/toc/74fa3620a949478f8bfd7eb5a73c0d66,2442-5028,2460-4291,Indonesia,No,No,,,
Al Ibtida: Jurnal Pendidikan Guru MI,http://syekhnurjati.ac.id/jurnal/index.php/ibtida,https://doaj.org/toc/108259fc53d744a8adad8503562ba9f4,2442-5133,2527-7227,Indonesia,Yes,No,,,
Gravity: Jurnal Ilmiah Penelitian dan Pembelajaran Fisika,http://jurnal.untirta.ac.id/index.php/Gravity,https://doaj.org/toc/ccee9b84003c42a38b6af4c91394d4bb,2442-515X,2528-1976,Indonesia,Yes,No,,,
Record and Library Journal,http://e-journal.unair.ac.id/index.php/RLJ,https://doaj.org/toc/751ee0980dbf4801b722ad6bb72db81e,,2442-5168,Indonesia,No,No,,,
Journal of Nonformal Education,https://journal.unnes.ac.id/nju/index.php/jne,https://doaj.org/toc/dc9bce2b33e74b0f9fa2ea827c10a9b5,2442-532X,2528-4541,Indonesia,Yes,No,,,
Kanz Philosophia: A Journal for Islamic Philosophy and Mysticism,https://journal.sadra.ac.id/ojs/index.php/kanz/,https://doaj.org/toc/b434c9861d8a4d61add9352f856e1603,2442-5451,2407-1056,Indonesia,No,No,,,
Jurnal Vokasi Kesehatan,http://ejournal.poltekkes-pontianak.ac.id/index.php/JVK,https://doaj.org/toc/6617cd065b7546cea935033e0fc70996,2442-5478,2442-8183,Indonesia,Yes,No,,,
Jurnal At-Tibyan: Jurnal Ilmu Alqur'an dan Tafsir,https://journal.iainlangsa.ac.id/index.php/tibyan,https://doaj.org/toc/3083d03774874e8081221fe22bb0a883,2442-594X,2579-5708,Indonesia,No,No,,,
JEBIS (Jurnal Ekonomi dan Bisnis Islam),http://e-journal.unair.ac.id/index.php/JEBIS/,https://doaj.org/toc/c3aa22a4c3f84756832e3d39ef5dfa99,2442-6563,2527-3027,Indonesia,No,No,,,
IJAIN (International Journal of Advances in Intelligent Informatics),http://ijain.org/index.php/IJAIN/index,https://doaj.org/toc/47621421e35c4ab18bd02b8e1c2c9242,2442-6571,2548-3161,Indonesia,Yes,No,,,
Indonesian Journal of Human Nutrition,http://ijhn.ub.ac.id/,https://doaj.org/toc/10e526f5e3184e7a848d675721a55005,2442-6636,2355-3987,Indonesia,Yes,Yes,,,
BHUMI: Jurnal Agraria dan Pertanahan,http://jurnalbhumi.stpn.ac.id/index.php/JB,https://doaj.org/toc/3f3ddde26bfa4c318a4b386859a22f84,2442-6954,2580-2151,Indonesia,No,No,,,
Jurnal Farmasi Galenika (Galenika Journal of Pharmacy),https://bestjournal.untad.ac.id/index.php/Galenika,https://doaj.org/toc/99a24232a0a14691a840461c1e5cfbb7,2442-7284,2442-8744,Indonesia,Yes,No,,,
Jurnal Idea Hukum,http://jih.fh.unsoed.ac.id/index.php/jih/index,https://doaj.org/toc/313905d6f5ef42649448cecd8271e8d1,2442-7454,2442-7241,Indonesia,Yes,No,,,
Jurnal Ilmiah Hukum: De'Jure,http://journal.unsika.ac.id/index.php/jurnalilmiahhukumdejure,https://doaj.org/toc/aa7785f27e554d42a7288ed16a31d958,2442-7578,2541-1594,Indonesia,No,No,,,
e-Journal of Linguistics,http://ojs.unud.ac.id/index.php/eol,https://doaj.org/toc/a115b1621fc347f586cbf3b6b0fedfc3,,2442-7586,Indonesia,No,No,,,
Tell-us Journal,https://ejournal.upgrisba.ac.id/index.php/tell-us/index,https://doaj.org/toc/97b2e8eb56f1479da8fd16997906d5ad,2442-7608,2502-7468,Indonesia,Yes,No,,,
"Kembara: Jurnal Keilmuan Bahasa, Sastra, dan Pengajarannya",http://ejournal.umm.ac.id/index.php/kembara/index,https://doaj.org/toc/193086a2ad25447c804587cf21598b42,2442-7632,2442-9287,Indonesia,Yes,No,,,
Jurnal Kependidikan,https://e-journal.undikma.ac.id/index.php/jurnalkependidikan/index,https://doaj.org/toc/b8a8b6d8ea744adcb1749745a5966e1a,,2442-7667,Indonesia,Yes,No,,,
Jurnal Keamanan Nasional,http://ojs.ubharajaya.ac.id/index.php/kamnas,https://doaj.org/toc/3f055dfa3a224cf69120888c61f8b137,2442-7985,2579-7727,Indonesia,Yes,No,,,
Mozaik Humaniora,https://e-journal.unair.ac.id/MOZAIK,https://doaj.org/toc/3257042b788c45a68e68f7c94afa1dc5,2442-8469,2442-935X,Indonesia,Yes,No,,,
Jurnal Gramatika: Jurnal Penelitian Pendidikan Bahasa dan Sastra Indonesia,http://ejournal.stkip-pgri-sumbar.ac.id/index.php/jurnal-gramatika/index,https://doaj.org/toc/8d13dfd925944f5abccfb68f96348046,2442-8485,,Indonesia,Yes,No,,,
Jurnal Pendidikan Fisika dan Keilmuan (JPFK),http://e-journal.unipma.ac.id/index.php/JPFK/index,https://doaj.org/toc/3593e62c6e824b9494bc429c3aae69fc,2442-8868,2442-904X,Indonesia,No,No,,,
Al-Lisan: Jurnal Bahasa,http://journal.iaingorontalo.ac.id/index.php/al,https://doaj.org/toc/50e434862a354ccf8a3760b1672ec3b9,2442-8965,2442-8973,Indonesia,Yes,No,,,
Jurnal Tata Kelola Seni,https://journal.isi.ac.id/index.php/JTKS/,https://doaj.org/toc/486f4754674440ba9b8f462dbd2264e5,2442-9589,2614-7009,Indonesia,No,No,,,
Media Ekonomi,http://www.trijurnal.lemlit.trisakti.ac.id/index.php/medek,https://doaj.org/toc/fc5e030c5fd64366b5f5b4edf991a09e,,2442-9686,Indonesia,No,No,,,
Hasanuddin Law Review,http://pasca.unhas.ac.id/ojs/index.php/halrev,https://doaj.org/toc/0d54a35175384e49902f7ab32d6d2bef,2442-9880,2442-9899,Indonesia,No,No,,,
Spektra: Jurnal Kajian Pendidikan Sains,https://spektra.unsiq.ac.id/index.php/spek/index,https://doaj.org/toc/ca50c86b63d24ad2b2261aa5c8890822,2442-9910,2548-642X,Indonesia,No,No,,,
Jurnal Sejarah Citra Lekha,http://ejournal.undip.ac.id/index.php/jscl/,https://doaj.org/toc/02b62b764e404444b3e6955c17770c89,,2443-0110,Indonesia,No,No,,,
Kelola: Jurnal Manajemen Pendidikan,http://ejournal.uksw.edu/kelola,https://doaj.org/toc/c52f36baf5034f95841bd1a917662ad0,2443-0544,2549-9661,Indonesia,No,No,,,
"Jurnal Ekonomi, Bisnis dan Entrepreneurship",http://jurnal.stiepas.ac.id/index.php/jebe/index,https://doaj.org/toc/6a5812c4cbc94b7c970bd9fd7814c8d8,2443-0633,2443-2121,Indonesia,No,No,,,
Jurnal Nomosleca,http://jurnal.unmer.ac.id/index.php/n,https://doaj.org/toc/6a88297520e14ef6bbbebb91a65f1d08,2443-0927,2541-6650,Indonesia,No,No,,,
Juara,http://jurnal.upmk.ac.id/index.php/juara/index,https://doaj.org/toc/b4248d943230476387aa76e6e3ce552e,2443-1117,2655-1896,Indonesia,Yes,No,,,
JINOP (Jurnal Inovasi Pembelajaran),http://ejournal.umm.ac.id/index.php/jinop,https://doaj.org/toc/5067319dc64043a8a92679cb5c9ce191,2443-1591,2460-0873,Indonesia,No,No,,,
Siklus: Jurnal Teknik Sipil,https://journal.unilak.ac.id/index.php/SIKLUS,https://doaj.org/toc/4c1e51bbfe094317b234b432bc76ec7d,2443-1729,2549-3973,Indonesia,Yes,No,,,
Jurnal Psikologi Pendidikan dan Konseling,http://ojs.unm.ac.id/index.php/JPPK,https://doaj.org/toc/1e8a13ecd416401cb77bf851835b8470,2443-2202,2477-2518,Indonesia,No,No,,,
Jurnal Riset dan Aplikasi: Akuntansi dan Manajemen,http://jraam.polinema.ac.id/index.php/jraam1,https://doaj.org/toc/a608dc5b6b554f4c84db55813f56db76,2443-3381,2443-1419,Indonesia,Yes,Yes,,,
Jurnal Komputer Terapan,http://jurnal.pcr.ac.id/index.php/jkt,https://doaj.org/toc/b196ba0112b94d80adc5cc6d608f9934,2443-4159,2460-5255,Indonesia,No,No,,,
Sapienza Organizacional,http://erevistas.saber.ula.ve/sapienza,https://doaj.org/toc/d9adab113e95435aa86931b4d33f3216,2443-4256,2443-4418,"Venezuela, Bolivarian Republic of",No,No,,,
Ágora de Heterodoxias,https://revistas.uclave.org/index.php/agora,https://doaj.org/toc/40ea2685041a4b98ac71f0864299eb0a,,2443-4361,"Venezuela, Bolivarian Republic of",No,No,,agoradeheterodoxias@gmail.com,agoradeheterodoxias@gmail.com
Areté,http://saber.ucv.ve/ojs/index.php/rev_arete/index,https://doaj.org/toc/ff43352253e44475a69c475671ff09bb,,2443-4566,"Venezuela, Bolivarian Republic of",No,No,,,
Quién,https://www.personalismo.org/presentacion-revista-quien/,https://doaj.org/toc/251241e499f349ba989c92e5929d918c,2443-972X,,Spain,No,No,,,
Riparia,http://revistas.uca.es/index.php/sig,https://doaj.org/toc/99b5de2f11ca4eed99e6e4c1e14d7c87,,2443-9762,Spain,No,No,,,
Historia y Memoria de la Educación,http://revistas.uned.es/index.php/HMe,https://doaj.org/toc/449f0eeabb2d41299c8a65ee5d3f47e9,,2444-0043,Spain,No,No,,acanales@ull.edu.es,acanales@ull.edu.es
Dígitos,http://revistadigitos.com/index.php/digitos,https://doaj.org/toc/776fcdac5b8643ab99c8725e7bd5cd74,,2444-0132,Spain,No,No,,,
Studia Hegeliana,https://revistas.uma.es/index.php/shegel/index,https://doaj.org/toc/f553e71b610c4685bfa032b94bf1b757,2444-0809,2792-176X,Spain,No,No,jjpadial@uma.es,jjpadial@uma.es,jjpadial@uma.es
Además de,http://www.ademasderevista.com/index.php/ADD,https://doaj.org/toc/1239e5c6fce140c6b2801a5320425631,,2444-121X,Spain,No,No,,,
Anales de Edificación,http://polired.upm.es/index.php/anales_de_edificacion,https://doaj.org/toc/b9b26fc5956348d591706e4a013ec2b8,,2444-1309,Spain,No,No,,analesde.edificacion@upm.es,analesde.edificacion@upm.es
Philobiblion,https://revistas.uam.es/philobiblion/,https://doaj.org/toc/c86b85a368324d92877a666d154cf16a,,2444-1538,Spain,No,No,,,
"Tecnología, Ciencia y Educación",https://www.tecnologia-ciencia-educacion.com/index.php/TCE/index,https://doaj.org/toc/e8832ed70a9c4dae939d22be7179972d,2444-250X,2444-2887,Spain,No,No,revistatce@udima.es,revistatce@udima.es,revistatce@udima.es
