Journal title,Journal URL,URL in DOAJ,When did the journal start to publish all content using an open license?,Alternative title,Journal ISSN (print version),Journal EISSN (online version),Keywords,Languages in which the journal accepts manuscripts,Publisher,Country of publisher,Society or institution,Country of society or institution,Journal license,License attributes,URL for license terms,Machine-readable CC licensing information embedded or displayed in articles,URL to an example page with embedded licensing information,Author holds copyright without restrictions,Copyright information URL,Review process,Review process information URL,Journal plagiarism screening policy,Plagiarism information URL,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,Average number of weeks between article submission and publication,APC,APC information URL,APC amount,Journal waiver policy (for developing country authors etc),Waiver policy information URL,Has other fees,Other fees information URL,Preservation Services,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,Persistent article identifiers,Article metadata includes ORCIDs,Journal complies with I4OC standards for open citations,Does the journal comply to DOAJ's definition of open access?,URL for journal's Open Access statement,Continues,Continued By,LCC Codes,Subjects,DOAJ Seal,Added on Date,Last updated Date,Number of Article Records,Most Recent Article Added
Journal de Ciencias Sociales,https://dspace.palermo.edu/ojs/index.php/jcs/index,https://doaj.org/toc/b0a480171e364543878d1f339f6b7df0,2013,,,2362-194X,"social sciences, humanities, literature, cultural studies","English, Spanish",Universidad de Palermo,Argentina,"Universidad de Palermo, Facultad de Ciencias Sociales",,CC BY,,https://dspace.palermo.edu/ojs/index.php/jcs/about/submissions#copyrightNotice,,,Yes,https://dspace.palermo.edu/ojs/index.php/jcs/about/submissions#copyrightNotice,Double blind peer review,https://dspace.palermo.edu/ojs/index.php/jcs/about,Yes,https://dspace.palermo.edu/ojs/index.php/jcs/about,https://dspace.palermo.edu/ojs/index.php/jcs/about,https://dspace.palermo.edu/ojs/index.php/jcs/about/editorialTeam,https://dspace.palermo.edu/ojs/index.php/jcs/about,6,No,https://dspace.palermo.edu/ojs/index.php/jcs/about,,No,,No,https://dspace.palermo.edu/ojs/index.php/jcs/about,,,,Malena,,DOI,,,Yes,https://dspace.palermo.edu/ojs/index.php/jcs/about/editorialPolicies#openAccessPolicy,,,AZ20-999|H1-99,General Works: History of scholarship and learning. The humanities | Social Sciences: Social sciences (General),No,2019-01-23T17:37:45Z,2020-01-15T11:27:50Z,315,2022-11-07T22:41:13Z
Journal of Dynamic Decision Making,https://journals.ub.uni-heidelberg.de/index.php/jddm,https://doaj.org/toc/65d5a0c93f1a474ba1c8ee74b91e626c,2015,JDDM,,2365-8037,"decision making, cognition, psychology, economics, system dynamics, philosophy",English,University Library Heidelberg,Germany,Heidelberg University,Germany,CC BY-NC-ND,,http://journals.ub.uni-heidelberg.de/index.php/jddm/about/submissions#authorGuidelines,Yes,http://journals.ub.uni-heidelberg.de/index.php/jddm/article/view/17663/17669,Yes,https://journals.ub.uni-heidelberg.de/index.php/jddm/about/submissions#authorGuidelines,Blind peer review,http://journals.ub.uni-heidelberg.de/index.php/jddm/about/submissions#authorGuidelines,No,,http://journals.ub.uni-heidelberg.de/index.php/jddm/about/editorialPolicies#focusAndScope,http://ournals.ub.uni-heidelberg.de/index.php/jddm/about/displayMembership/46,http://journals.ub.uni-heidelberg.de/index.php/jddm/information/authors,6,No,https://journals.ub.uni-heidelberg.de/index.php/jddm/about/editorialPolicies#focusAndScope,,No,,No,,"LOCKSS, Heidelberg University Library",,http://journals.ub.uni-heidelberg.de/index.php/ojs/pages/view/angebot,,,DOI,Yes,Yes,Yes,http://ournals.ub.uni-heidelberg.de/index.php/jddm/about/editorialPolicies#openAccessPolicy,,,B,Philosophy. Psychology. Religion,No,2016-08-11T12:18:24Z,2022-11-30T13:48:51Z,43,2022-11-20T09:45:28Z
Collected Essays on Learning and Teaching,http://celt.uwindsor.ca,https://doaj.org/toc/b0f1a2d82f6a4aa0a99f4cb4518a95c2,2008,,,2368-4526,"scholarship of teaching and learning, teaching, learning, higher education, pedagogical research, pedagogical scholarship",English,University of Windsor,Canada,Society for Teaching and Learning in Higher Education (STLHE),,CC BY,,https://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/submissions#copyrightNotice,,,Yes,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/submissions#copyrightNotice,Double blind peer review,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/editorialPolicies#peerReviewProcess,No,,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/editorialPolicies#focusAndScope,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/editorialTeam,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/submissions#authorGuidelines,42,No,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/editorialPolicies#openAccessPolicy,,No,,No,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/editorialPolicies#openAccessPolicy,,,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/editorialPolicies#archiving,,,DOI,,,Yes,http://celt.uwindsor.ca/ojs/leddy/index.php/CELT/about/editorialPolicies#openAccessPolicy,,,L7-991,Education: Education (General),No,2018-04-03T19:59:00Z,2019-07-15T13:08:35Z,323,2020-11-17T18:01:18Z
Nokoko,https://ojs.library.carleton.ca/index.php/nokoko/index,https://doaj.org/toc/83d08f448dc74047b32539696cb0a7c1,2010,,,2369-0240,"africa, african studies, diaspora, social sciences","English, French",Carleton University,Canada,,,CC BY,,https://ojs.library.carleton.ca/index.php/nokoko/about/submissions,,,Yes,https://ojs.library.carleton.ca/index.php/nokoko/about/submissions,Double blind peer review,https://ojs.library.carleton.ca/index.php/nokoko/about,No,,https://ojs.library.carleton.ca/index.php/nokoko/about,https://ojs.library.carleton.ca/index.php/nokoko/about/editorialTeam,https://ojs.library.carleton.ca/index.php/nokoko/about/submissions,30,No,https://ojs.library.carleton.ca/index.php/nokoko/about,,No,,No,https://ojs.library.carleton.ca/index.php/nokoko/about,,,,,,,,,Yes,https://ojs.library.carleton.ca/index.php/nokoko/about,,,DT1-3415|JV1-9480,History (General) and history of Europe: History of Africa | Political science: Colonies and colonization. Emigration and immigration. International migration,No,2019-07-25T10:32:27Z,2019-07-25T10:32:27Z,0,
BC TEAL Journal,https://ojs-o.library.ubc.ca/index.php/BCTJ,https://doaj.org/toc/95d243d79a474697b2adf34d3bd56e4c,2016,,,2369-4211,"education, english, language, applied linguistics, secondary language",English,BC TEAL,Canada,Association of British Columbia Teachers of English as an Additional Language (BC TEAL),,CC BY-NC-ND,,https://ojs-o.library.ubc.ca/index.php/BCTJ/about/submissions,Yes,https://ojs-o.library.ubc.ca/index.php/BCTJ/article/view/267,No,,Double blind peer review,https://ojs-o.library.ubc.ca/index.php/BCTJ/about,No,,https://ojs-o.library.ubc.ca/index.php/BCTJ/about/,https://ojs-o.library.ubc.ca/index.php/BCTJ/about/editorialTeam,https://ojs-o.library.ubc.ca/index.php/BCTJ/about/submissions#authorGuidelines,24,No,https://ojs-o.library.ubc.ca/index.php/BCTJ/about,,No,,No,https://ojs-o.library.ubc.ca/index.php/BCTJ/about,,,,,,,,,Yes,https://ojs-o.library.ubc.ca/index.php/BCTJ/about/,,,L7-991|PE1-3729,Education: Education (General) | Language and Literature: English language,No,2018-10-24T07:45:21Z,2019-02-15T14:21:37Z,54,2022-08-25T14:35:43Z
The Journal for Undergraduate Ethnography,https://ojs.library.dal.ca/JUE/,https://doaj.org/toc/d651ffcab9d44f5e82dfacc86a924c54,2011,,,2369-8721,"ethnography, sociology, anthropology, undergraduate research, geography",English,Dalhousie University Libraries,Canada,,,CC BY-NC-ND,,https://ojs.library.dal.ca/JUE/about/editorialPolicies#openAccessPolicy,Yes,https://ojs.library.dal.ca/JUE/article/view/10865/9620,Yes,https://ojs.library.dal.ca/JUE/about/submissions#copyrightNotice,Editorial review,https://ojs.library.dal.ca/JUE/about/editorialPolicies#peerReviewProcess,No,,https://ojs.library.dal.ca/JUE/about/editorialPolicies#focusAndScope,https://ojs.library.dal.ca/JUE/about/editorialPolicies#custom-0,https://ojs.library.dal.ca/JUE/about/submissions#authorGuidelines,40,No,https://ojs.library.dal.ca/JUE/about/editorialPolicies#openAccessPolicy,,No,,No,,,,,,,DOI,Yes,No,Yes,https://ojs.library.dal.ca/JUE/about/editorialPolicies#openAccessPolicy,,,GN301-674,Geography. Anthropology. Recreation: Anthropology: Ethnology. Social and cultural anthropology,No,2017-09-13T15:47:13Z,2021-07-05T15:16:14Z,140,2023-02-21T01:03:37Z
Feminist Philosophy Quarterly,https://ojs.lib.uwo.ca/index.php/fpq/index,https://doaj.org/toc/9a5cb8f795634ecdb9074c7f92bc9dab,2015,Feminist Philosophy,,2371-2570,"philosophy, feminism, feminist philosophy",English,University of Western Ontario,Canada,,,CC BY,,https://ojs.lib.uwo.ca/index.php/fpq/information/authors,,,Yes,https://ojs.lib.uwo.ca/index.php/fpq/information/authors,Double blind peer review,https://ojs.lib.uwo.ca/index.php/fpq/information/authors,No,,https://ojs.lib.uwo.ca/index.php/fpq/about,https://ojs.lib.uwo.ca/index.php/fpq/about/editorialTeam,https://ojs.lib.uwo.ca/index.php/fpq/information/authors,50,No,https://ojs.lib.uwo.ca/index.php/fpq/about,,No,,No,https://ojs.lib.uwo.ca/index.php/fpq/about,,,,,,DOI,,,Yes,https://ojs.lib.uwo.ca/index.php/fpq/about,,,B1-5802,Philosophy. Psychology. Religion: Philosophy (General),No,2018-09-26T15:05:06Z,2019-02-15T14:21:48Z,145,2023-02-27T17:00:03Z
NeuroRegulation,http://www.neuroregulation.org,https://doaj.org/toc/9c594b94a1884a939da85e0e93dd4ac5,2014,NeuroRegulation,,2373-0587,"neurotherapy, electroencephalography, biofeedback, eeg biofeedback, neuroregulation, qeeg",English,International Society for Neurofeedback and Research (ISNR),United States,International Society for Neurofeedback and Research (ISNR),,CC BY,,http://www.neuroregulation.org/about/submissions#copyrightNotice,,,Yes,http://www.neuroregulation.org/about/submissions#copyrightNotice,Peer review,https://www.neuroregulation.org/about,No,,https://www.neuroregulation.org/about,http://www.neuroregulation.org/about/editorialTeam,https://www.neuroregulation.org/about/submissions,19,No,https://www.neuroregulation.org/about,,No,,No,https://www.neuroregulation.org/about,OJS volume archival with plans for LOCKSS in 2015,,http://www.neuroregulation.org/issue/archive,,,DOI,,,Yes,https://www.neuroregulation.org/about,,,RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,No,2015-04-20T13:35:05Z,2020-07-21T16:13:37Z,0,
Anthropology & Aging,http://anthro-age.pitt.edu/ojs/index.php/anthro-age,https://doaj.org/toc/27123784cd1b49259dbd235489a8732a,2015,Journal of the Association for Anthropology & Gerontology,,2374-2267,"anthropology, ageing, gerontology, geriatrics",English,"University Library System, University of Pittsburgh",United States,Association for Anthropology & Gerontology,,CC BY,,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/editorialPolicies#openAccessPolicy,Yes,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/article/view/356/457,Yes,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/submissions#copyrightNotice,Double blind peer review,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/editorialPolicies#peerReviewProcess,No,,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/editorialPolicies#focusAndScope,http://anthro-age.pitt.edu/ojs/index.php/anthro-age,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/submissions#authorGuidelines,15,No,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/editorialPolicies#openAccessPolicy,,No,,Yes,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/editorialPolicies#openAccessPolicy,PKP PN,,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/editorialPolicies#archiving,Sherpa/Romeo,https://v2.sherpa.ac.uk/id/publication/31269,DOI,Yes,Yes,Yes,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/about/editorialPolicies#openAccessPolicy,,,GN1-890|RC952-954.6,Geography. Anthropology. Recreation: Anthropology | Medicine: Internal medicine: Special situations and conditions: Geriatrics,Yes,2016-11-23T09:20:47Z,2022-02-16T15:49:29Z,296,2022-11-18T21:24:12Z
Ledger,http://ledgerjournal.org/,https://doaj.org/toc/e0791a436ec549b8944ea2bd6509a222,2016,,,2379-5980,"bitcoin, blockchain, cryptocurrency",English,"University Library System, University of Pittsburgh",United States,,,CC BY,,http://ledger.pitt.edu/ojs/index.php/ledger/about/submissions#copyrightNotice,Yes,http://ledger.pitt.edu/ojs/index.php/ledger/article/view/34/61,Yes,http://ledger.pitt.edu/ojs/index.php/ledger/about/submissions#copyrightNotice,Open peer review,http://ledger.pitt.edu/ojs/index.php/ledger/about/editorialPolicies#peerReviewProcess,No,,http://ledger.pitt.edu/ojs/index.php/ledger/about/editorialPolicies#focusAndScope,http://ledger.pitt.edu/ojs/index.php/ledger/about/editorialTeam,http://ledger.pitt.edu/ojs/index.php/ledger/about/submissions#authorGuidelines,40,No,http://ledger.pitt.edu/ojs/index.php/ledger/about/editorialPolicies#openAccessPolicy,,No,,No,http://ledger.pitt.edu/ojs/index.php/ledger/about/editorialPolicies#openAccessPolicy,PKP PN,,http://ledger.pitt.edu/ojs/index.php/ledger/about/editorialPolicies#archiving,Sherpa/Romeo,,DOI,,,Yes,http://ledger.pitt.edu/ojs/index.php/ledger/about/editorialPolicies#openAccessPolicy,,,QA76.75-76.765|HG1-9999,Science: Mathematics: Instruments and machines: Electronic computers. Computer science: Computer software | Social Sciences: Finance,Yes,2018-04-24T09:53:20Z,2018-04-24T10:53:20Z,64,2023-02-27T21:38:20Z
Mammalogy Notes,https://mammalogynotes.org/,https://doaj.org/toc/236adf6db24b4297a5541bfc1b4e0c2e,2014,,,2382-3704,"mammal, animal, natural history","English, Spanish",Sociedad Colombiana de Mastozoología (SCMas),Colombia,,,CC BY,,https://mammalogynotes.org/ojs/index.php/mn/about,,,Yes,https://mammalogynotes.org/ojs/index.php/mn/about,Double blind peer review,https://mammalogynotes.org/ojs/index.php/mn/about/submissions,No,,https://mammalogynotes.org/ojs/index.php/mn/about,https://mammalogynotes.org/ojs/index.php/mn/about/editorialTeam,https://mammalogynotes.org/ojs/index.php/mn/about/submissions,6,No,https://mammalogynotes.org/ojs/index.php/mn/about,,No,,No,,,,,,,DOI,Yes,Yes,Yes,https://mammalogynotes.org/ojs/index.php/mn/about,,,QL1-991,Science: Zoology,No,2020-09-14T15:27:26Z,2022-10-17T10:05:22Z,206,2023-01-12T22:30:48Z
Salāmat-i ijtimā̒ī,http://ojs2.sbmu.ac.ir/en-ch,https://doaj.org/toc/55cfa561c0a744c28ca49c82b401bbfe,2014,Community Health,2383-3033,2423-4702,"community medicine, public health, social determinants of health",Persian,Shahid Beheshti University of Medical Sciences,"Iran, Islamic Republic of",Social Determinants of Health Research Center.,,CC BY-NC,,http://ojs2.sbmu.ac.ir/en-ch,Yes,http://ojs2.sbmu.ac.ir/en-ch/issue/view/1955,No,http://ojs2.sbmu.ac.ir/en-ch/about/submissions#copyrightNotice,Blind peer review,http://journals.sbmu.ac.ir/en-ch/about/editorialPolicies#openAccessPolicy,No,,http://ch.sbmu.ac.ir/,http://journals.sbmu.ac.ir/en-ch/about/editorialTeam,http://journals.sbmu.ac.ir/en-ch/about/submissions#authorGuidelines,10,No,http://journals.sbmu.ac.ir/en-ch/index,,No,,No,,,,,,,,Yes,Yes,Yes,http://ojs2.sbmu.ac.ir/en-ch,,,RA1-1270,Medicine: Public aspects of medicine,No,2015-11-18T17:34:34Z,2021-01-25T07:48:31Z,251,2021-02-08T10:12:49Z
ArcHistoR Architettura Storia Restauro - Architecture History Restoration,http://www.archistor.unirc.it,https://doaj.org/toc/54657c0f95ae4d149d79ec3241bafae3,2014,AHR,,2384-8898,"architecture, history, restoration, art","Italian, French, English",Università Mediterranea di Reggio Calabria,Italy,Università Mediterranea di Reggio Calabria,,CC BY-NC,,http://pkp.unirc.it/ojs/index.php/archistor/about/editorialPolicies#openAccessPolicy,,,Yes,http://pkp.unirc.it/ojs/index.php/archistor/about/submissions#copyrightNotice,Double blind peer review,http://pkp.unirc.it/ojs/index.php/archistor/about/editorialPolicies#peerReviewProcess,No,,http://pkp.unirc.it/ojs/index.php/archistor/about/editorialPolicies#focusAndScope,http://pkp.unirc.it/ojs/index.php/archistor/about/displayMembership/3,http://pkp.unirc.it/ojs/index.php/archistor/about/submissions#authorGuidelines,16,No,http://pkp.unirc.it/ojs/index.php/archistor/about/editorialPolicies#custom-2,,No,,No,,,,,,,DOI,,,Yes,http://pkp.unirc.it/ojs/index.php/archistor/about/editorialPolicies#openAccessPolicy,,,NA1-9428|D1-2009,Fine Arts: Architecture | History (General) and history of Europe: History (General),No,2016-07-06T14:47:26Z,2021-01-24T18:14:58Z,337,2023-01-31T19:33:27Z
RiCognizioni,http://www.ojs.unito.it/index.php/ricognizioni/index,https://doaj.org/toc/bb71dc812dd34608919fdef90f152ec2,2014,RiCOGNIZIONI. Rivista di Lingue e Letterature Straniere e Culture Moderne,,2384-8987,"language, linguistics, literature, modern culture","English, French, German, Italian, Spanish",Università degli Studi di Torino,Italy,,,CC BY,,https://www.ojs.unito.it/index.php/ricognizioni/about/submissions,Yes,http://www.ojs.unito.it/index.php/ricognizioni/article/view/2244,Yes,https://www.ojs.unito.it/index.php/ricognizioni/about/submissions,Double blind peer review,http://www.ojs.unito.it/index.php/ricognizioni/about#peerReviewProcess,No,,http://www.ojs.unito.it/index.php/ricognizioni/about#focusAndScope,http://www.ojs.unito.it/index.php/ricognizioni/about/editorialTeam,http://www.ojs.unito.it/index.php/ricognizioni/about/submissions,12,No,http://www.ojs.unito.it/index.php/ricognizioni/about#apc,,No,,No,http://www.ojs.unito.it/index.php/ricognizioni/about#apc,LOCKSS,,https://portal.issn.org/resource/ISSN/2384-8987p/ricognizioni/about#archiving,Sherpa/Romeo,,DOI,,,Yes,http://www.ojs.unito.it/index.php/ricognizioni/about#openAccessPolicy,,,P,Language and Literature,Yes,2018-01-08T15:17:07Z,2020-08-17T15:07:33Z,337,2022-12-31T17:06:32Z
Cultura e Scienza del Colore,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ,https://doaj.org/toc/39c545bd00464efe81aefbb756547366,2014,Color Culture and Science,,2384-9568,"color, lighting, imaging, design, architecture, marketing",English,Gruppo del Colore - Associazione Italiana Colore,Italy,Gruppo del Colore - Associazione Italiana Colore,Italy,CC BY,,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/licensingterms,,,Yes,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/licensingterms,Blind peer review,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/reviewprocess,Yes,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/plagiarismpolicy,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/aimsandscopes,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/about/editorialTeam,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/information/authors,16,No,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/chargingpolicy,,No,,No,,https://www.dropbox.com/sh/tsd0hefa62yefeb/AABlSD-yCZ5OmIObsP43sqd2a?dl=0,https://www.bncf.firenze.sbn.it/,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/archivingpolicy,Publisher’s journal site,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/licensingterms,DOI,Yes,No,Yes,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ/openaccess,,,NA1-9428|NC1-1940|N1-9211|H,Fine Arts: Architecture | Fine Arts: Drawing. Design. Illustration | Fine Arts: Visual arts | Social Sciences,No,2021-02-01T16:45:36Z,2022-05-17T12:50:44Z,0,
Philosophy Kitchen,https://www.ojs.unito.it/index.php/philosophykitchen/,https://doaj.org/toc/901a77fb464e4b889495c0bc20d13dc3,2014,Rivista di Filosofia Contemporanea,,2385-1945,"philosophy, contemporary philosophy","Italian, English",Università degli Studi di Torino,Italy,,,CC BY,,https://www.ojs.unito.it/index.php/philosophykitchen/about#openAccessPolicy,Yes,https://doi.org/10.13135/2385-1945/5171,Yes,https://www.ojs.unito.it/index.php/philosophykitchen/about#openAccessPolicy,Double blind peer review,https://www.ojs.unito.it/index.php/philosophykitchen/about#peerReviewProcess,Yes,https://www.ojs.unito.it/index.php/philosophykitchen/about#peerReviewProcess,https://www.ojs.unito.it/index.php/philosophykitchen/about,https://www.ojs.unito.it/index.php/philosophykitchen/about/editorialTeam,https://www.ojs.unito.it/index.php/philosophykitchen/about/submissions,13,No,https://www.ojs.unito.it/index.php/philosophykitchen/about#apc,,No,,No,,,,,,,DOI,No,No,Yes,https://www.ojs.unito.it/index.php/philosophykitchen/about#openAccessPolicy,,,B1-5802,Philosophy. Psychology. Religion: Philosophy (General),No,2021-05-10T14:31:49Z,2021-05-10T14:31:49Z,320,2022-12-09T17:04:53Z
Mayurqa,https://edicions.uib.cat/ojs/index.php/mayurqa/index,https://doaj.org/toc/9fdd21a6ac0e42adb4f01afcc40f68e3,2019,,,2386-7124,"history, history of art, culture","French, Italian, English, Catalan, Spanish",Edicions UIB,Spain,Universitat de les Illes Balears,Spain,CC BY-NC-ND,,https://edicions.uib.cat/ojs/index.php/mayurqa/index,,,Yes,https://edicions.uib.cat/ojs/index.php/mayurqa/about/submissions,Double blind peer review,https://edicions.uib.cat/ojs/index.php/mayurqa/about,No,,https://edicions.uib.cat/ojs/index.php/mayurqa/about,https://edicions.uib.cat/ojs/index.php/mayurqa/about/editorialTeam,https://edicions.uib.cat/ojs/index.php/mayurqa/about/submissions,65,No,https://edicions.uib.cat/ojs/index.php/mayurqa/about,,No,,No,,,,,,,DOI,No,No,Yes,https://edicions.uib.cat/ojs/index.php/mayurqa/about,,,D1-2009|NX440-632,History (General) and history of Europe: History (General) | Fine Arts: Arts in general: History of the arts,No,2021-06-04T11:27:34Z,2021-06-04T11:27:34Z,28,2021-11-11T18:48:33Z
